

王艺霖,#genre#
走过1999,http://em.21dtv.com/songs/60059887.mkv
走过1999(演唱会),http://em.21dtv.com/songs/60059886.mkv
最高点,http://em.21dtv.com/songs/60119526.mkv
这个冬天不太冷,http://em.21dtv.com/songs/60057782.mkv
这个冬天不太冷(演唱会),http://em.21dtv.com/songs/60057780.mkv
中国节拍震动世界(演唱会),http://em.21dtv.com/songs/60079651.mkv
最后的告别,http://em.21dtv.com/songs/60060178.mkv
最好的距离,http://em.21dtv.com/songs/60151619.mkv
最后一次,http://em.21dtv.com/songs/60137557.mkv
最后一封信,http://em.21dtv.com/songs/60060269.mkv
醉后一首歌,http://em.21dtv.com/songs/60114099.mkv
直觉,http://em.21dtv.com/songs/60093296.mkv
再见只是陌生人,http://em.21dtv.com/songs/60115139.mkv
走开,http://em.21dtv.com/songs/60057327.mkv
真空十九小时(无原唱),http://em.21dtv.com/songs/60058132.mkv
坠落天堂,http://em.21dtv.com/songs/60059568.mkv
最美的瞬间,http://em.21dtv.com/songs/60148789.mkv
这么近,http://em.21dtv.com/songs/60057826.mkv
这么近(那么远),http://em.21dtv.com/songs/60057825.mkv
这么近那么远(演唱会),http://em.21dtv.com/songs/60057827.mkv
怎么舍得你(演唱会),http://em.21dtv.com/songs/60057378.mkv
捉迷藏,http://em.21dtv.com/songs/60059585.mkv
在你身边,http://em.21dtv.com/songs/60057113.mkv
最怕,http://em.21dtv.com/songs/60060394.mkv
中秋恋歌(无原唱),http://em.21dtv.com/songs/60058979.mkv
真情流露(演唱会),http://em.21dtv.com/songs/60058164.mkv
准情人的关怀,http://em.21dtv.com/songs/60059573.mkv
置身事外,http://em.21dtv.com/songs/60151623.mkv
在我生命里,http://em.21dtv.com/songs/60057165.mkv
在我心深处,http://em.21dtv.com/songs/60057172.mkv
真心,http://em.21dtv.com/songs/60169611.mkv
真心的朋友,http://em.21dtv.com/songs/60058236.mkv
长相思,http://em.21dtv.com/songs/60086486.mkv
只想一生跟你走,http://em.21dtv.com/songs/60058483.mkv
只想一生跟你走(演唱会),http://em.21dtv.com/songs/60058482.mkv
专心一意,http://em.21dtv.com/songs/60059424.mkv
自由,http://em.21dtv.com/songs/60059764.mkv
再一次幸福,http://em.21dtv.com/songs/60107271.mkv
这一次意外(演唱会),http://em.21dtv.com/songs/60057913.mkv
早已离开我(演唱会),http://em.21dtv.com/songs/60057315.mkv
昨夜梦魂中,http://em.21dtv.com/songs/60060610.mkv
昨夜梦魂中(演唱会),http://em.21dtv.com/songs/60060608.mkv
只有你不知道,http://em.21dtv.com/songs/60058600.mkv
只要你快乐,http://em.21dtv.com/songs/60151615.mkv
终于遇见,http://em.21dtv.com/songs/60151622.mkv
只愿一生爱一人,http://vodcdn.video.taobao.com/oss/ali-video/ea4c5cc5613797ac8c44027adb1a029e/video.m3u8
只愿一生爱一人(演唱会),http://em.21dtv.com/songs/60058627.mkv
总有一天等到你(演唱会),http://em.21dtv.com/songs/60059848.mkv
追钟,http://em.21dtv.com/songs/60059556.mkv
壮志骄阳,http://em.21dtv.com/songs/60059485.mkv
壮志骄阳(演唱会),http://em.21dtv.com/songs/60059484.mkv
醉醉嘛卡归去(无原唱),http://em.21dtv.com/songs/60060552.mkv
至尊三人组：幻影(演唱会),http://em.21dtv.com/songs/60058824.mkv
走着走着就散了,http://em.21dtv.com/songs/60115893.mkv

张学友,#genre#

张信哲,#genre#
2002年的第一场雪,http://em.21dtv.com/songs/60129068.mkv
爱不留,http://em.21dtv.com/songs/60007000.mkv
爱的波折,http://em.21dtv.com/songs/60007173.mkv
爱过不留痕迹,http://em.21dtv.com/songs/60007531.mkv
爱就一个字,http://em.21dtv.com/songs/60007665.mkv
爱就一个字(演唱会),http://em.21dtv.com/songs/60007664.mkv
爱你的宿命,http://em.21dtv.com/songs/60108485.mkv
爱你没错,http://em.21dtv.com/songs/60102198.mkv
爱情导演,http://em.21dtv.com/songs/60112573.mkv
爱情教会我们的事,http://em.21dtv.com/songs/60126711.mkv
爱情力量,http://em.21dtv.com/songs/60091046.mkv
爱情余味,http://em.21dtv.com/songs/60008472.mkv
爱如潮水,http://em.21dtv.com/songs/60148445.mkv
爱与折磨,http://em.21dtv.com/songs/60009139.mkv
爱在身边,http://em.21dtv.com/songs/60131265.mkv
边爱边走,http://em.21dtv.com/songs/60010455.mkv
表错情,http://em.21dtv.com/songs/60010548.mkv
不懂,http://em.21dtv.com/songs/60108481.mkv
背叛(演唱会),http://em.21dtv.com/songs/60010248.mkv
别怕我伤心,http://em.21dtv.com/songs/60010637.mkv
悲伤的嗜好,http://em.21dtv.com/songs/60010140.mkv
背影,http://em.21dtv.com/songs/60010269.mkv
不要对他说,http://em.21dtv.com/songs/60011540.mkv
不要分离,http://em.21dtv.com/songs/60011549.mkv
白月光,http://em.21dtv.com/songs/60009753.mkv
白云下的牧歌,http://em.21dtv.com/songs/60009760.mkv
不由自主,http://em.21dtv.com/songs/60011701.mkv
边走边爱,http://em.21dtv.com/songs/60010471.mkv
不做你的爱人,http://em.21dtv.com/songs/60011815.mkv
不再有,http://em.21dtv.com/songs/60011766.mkv
纯,http://em.21dtv.com/songs/60091048.mkv
苍苍,http://em.21dtv.com/songs/60117716.mkv
成功属于你,http://em.21dtv.com/songs/60087755.mkv
曾经,http://em.21dtv.com/songs/60012148.mkv
曾经爱过,http://em.21dtv.com/songs/60012155.mkv
从开始到现在,http://em.21dtv.com/songs/60013528.mkv
春雷,http://em.21dtv.com/songs/60089426.mkv
迟来的爱,http://em.21dtv.com/songs/60012787.mkv
初恋的地方,http://em.21dtv.com/songs/60157240.mkv
残念,http://em.21dtv.com/songs/60012002.mkv
叉烧包,http://em.21dtv.com/songs/60091016.mkv
彩色的我,http://em.21dtv.com/songs/60011949.mkv
唱首情歌给谁听,http://em.21dtv.com/songs/60012343.mkv
春天里,http://em.21dtv.com/songs/60013345.mkv
春之花,http://em.21dtv.com/songs/60013378.mkv
到处留情,http://em.21dtv.com/songs/60014727.mkv
到处留情(演唱会),http://em.21dtv.com/songs/60014725.mkv
单车与跑车,http://em.21dtv.com/songs/60111854.mkv
大地回春,http://em.21dtv.com/songs/60013904.mkv
冬恋,http://em.21dtv.com/songs/60082850.mkv
大漠风沙,http://em.21dtv.com/songs/60149354.mkv
叮咛,http://em.21dtv.com/songs/60014961.mkv
当时,http://em.21dtv.com/songs/60014588.mkv
打是疼你骂是爱,http://em.21dtv.com/songs/60091017.mkv
第三者,http://em.21dtv.com/songs/60108487.mkv
多心,http://em.21dtv.com/songs/60016227.mkv
多想(演唱会),http://em.21dtv.com/songs/60016207.mkv
读西厢,http://em.21dtv.com/songs/60087766.mkv
二十年以前,http://em.21dtv.com/songs/60118551.mkv
翡翠谷,http://em.21dtv.com/songs/60016963.mkv
凤凰于飞,http://em.21dtv.com/songs/60017599.mkv
焚情,http://em.21dtv.com/songs/60107709.mkv
夫妻双双把家还,http://em.21dtv.com/songs/60166182.mkv
负人的心,http://em.21dtv.com/songs/60087767.mkv
放手,http://em.21dtv.com/songs/60098334.mkv
奉献,http://em.21dtv.com/songs/60017620.mkv
风云豪情,http://em.21dtv.com/songs/60087769.mkv
风雨恋,http://em.21dtv.com/songs/60029429.mkv
孤船,http://em.21dtv.com/songs/60018818.mkv
过火,http://em.21dtv.com/songs/60148446.mkv
过火(演唱会),http://em.21dtv.com/songs/60019478.mkv
goodbye yesterday,http://em.21dtv.com/songs/60001983.mkv
跟我共对爱到老,http://em.21dtv.com/songs/60092567.mkv
故乡的云,http://em.21dtv.com/songs/60019106.mkv
还爱还爱,http://em.21dtv.com/songs/60106821.mkv
have i told you lately,http://em.21dtv.com/songs/60002120.mkv
红唇一生(无原唱),http://em.21dtv.com/songs/60020789.mkv
呼唤,http://em.21dtv.com/songs/60021152.mkv
好好爱个女孩,http://em.21dtv.com/songs/60157241.mkv
后悔的借口,http://em.21dtv.com/songs/60021090.mkv
洪湖水浪打浪,http://em.21dtv.com/songs/60021059.mkv
黄河愿,http://em.21dtv.com/songs/60021918.mkv
花季未了,http://em.21dtv.com/songs/60063410.mkv
回来,http://em.21dtv.com/songs/60022139.mkv
恨你恨到底,http://em.21dtv.com/songs/60087754.mkv
海鸥在飞翔,http://em.21dtv.com/songs/60088354.mkv
花前对唱,http://em.21dtv.com/songs/60087764.mkv
花若离枝,http://em.21dtv.com/songs/60063411.mkv
还说什么,http://em.21dtv.com/songs/60019639.mkv
坏天气,http://em.21dtv.com/songs/60021720.mkv
好像爱情,http://em.21dtv.com/songs/60020221.mkv
回忆里,http://em.21dtv.com/songs/60022248.mkv
I Believe,http://em.21dtv.com/songs/60120496.mkv
肩膀,http://em.21dtv.com/songs/60061292.mkv
记得,http://em.21dtv.com/songs/60108482.mkv
几度斜阳,http://em.21dtv.com/songs/60022641.mkv
酒后的心声,http://em.21dtv.com/songs/60024426.mkv
见坏就收,http://em.21dtv.com/songs/60145086.mkv
借花献佛敬一杯,http://em.21dtv.com/songs/60150009.mkv
究竟,http://em.21dtv.com/songs/60024294.mkv
眷恋,http://em.21dtv.com/songs/60024764.mkv
寂寞的冬,http://em.21dtv.com/songs/60022837.mkv
眷念,http://em.21dtv.com/songs/60091047.mkv
绝情,http://em.21dtv.com/songs/60024852.mkv
几时再回头,http://em.21dtv.com/songs/60089254.mkv
今夜唱什么歌,http://em.21dtv.com/songs/60023948.mkv
今夜留一点爱给我(演唱会),http://em.21dtv.com/songs/60023975.mkv
九月雨,http://em.21dtv.com/songs/60024364.mkv
假装有你,http://em.21dtv.com/songs/60089850.mkv
可爱的马,http://em.21dtv.com/songs/60025239.mkv
可爱美眉,http://em.21dtv.com/songs/60025266.mkv
空出来的时间刚好拿来寂寞,http://em.21dtv.com/songs/60070850.mkv
看到别人牵你的手,http://em.21dtv.com/songs/60025064.mkv
狂欢,http://em.21dtv.com/songs/60108486.mkv
快乐(演唱会),http://em.21dtv.com/songs/60025690.mkv
空留回忆,http://em.21dtv.com/songs/60089257.mkv
快乐一次拥有,http://em.21dtv.com/songs/60144914.mkv
宽容,http://em.21dtv.com/songs/60148444.mkv
空位,http://em.21dtv.com/songs/60025473.mkv
泪的小花,http://em.21dtv.com/songs/60026516.mkv
Let It Go,http://em.21dtv.com/songs/60127841.mkv
鸾凤争鸣,http://em.21dtv.com/songs/60087770.mkv
两个人的森林,http://em.21dtv.com/songs/60063412.mkv
浪花,http://em.21dtv.com/songs/60112660.mkv
梨花开遍天涯,http://em.21dtv.com/songs/60026808.mkv
蓝蓝的天蓝蓝的海,http://em.21dtv.com/songs/60026057.mkv
两情相约,http://em.21dtv.com/songs/60027327.mkv
楼台会之,http://em.21dtv.com/songs/60087760.mkv
冷太阳,http://em.21dtv.com/songs/60067192.mkv
两相依,http://em.21dtv.com/songs/60027335.mkv
浪子的眼泪,http://em.21dtv.com/songs/60087761.mkv
浪子回头,http://em.21dtv.com/songs/60026281.mkv
末班车,http://em.21dtv.com/songs/60168536.mkv
妙不可言,http://em.21dtv.com/songs/60030049.mkv
Mdada,http://em.21dtv.com/songs/60125489.mkv
牡丹忧,http://em.21dtv.com/songs/60030564.mkv
梅花梦,http://em.21dtv.com/songs/60089255.mkv
满江红,http://em.21dtv.com/songs/60028514.mkv
木兰从军,http://em.21dtv.com/songs/60087759.mkv
美丽的地平线,http://em.21dtv.com/songs/60029173.mkv
美丽地平线,http://em.21dtv.com/songs/60029250.mkv
某某某,http://em.21dtv.com/songs/60030492.mkv
梦乡,http://em.21dtv.com/songs/60029661.mkv
my memory,http://em.21dtv.com/songs/60004017.mkv
牧羊人,http://em.21dtv.com/songs/60030634.mkv
没有人知的故事,http://em.21dtv.com/songs/60028880.mkv
你到底要不要我,http://em.21dtv.com/songs/60087748.mkv
你懂吗(演唱会),http://em.21dtv.com/songs/60031687.mkv
你好不好,http://em.21dtv.com/songs/60122595.mkv
宁静雪,http://em.21dtv.com/songs/60032689.mkv
哪怕只活一天,http://em.21dtv.com/songs/60061438.mkv
你如何失恋,http://em.21dtv.com/songs/60031968.mkv
男人也好女人也好,http://em.21dtv.com/songs/60083478.mkv
你为什么,http://em.21dtv.com/songs/60032302.mkv
你应该飞的,http://em.21dtv.com/songs/60032421.mkv
难以抗拒你的容颜,http://em.21dtv.com/songs/60089266.mkv
难以抗拒你容颜,http://em.21dtv.com/songs/60031293.mkv
你要相信我,http://em.21dtv.com/songs/60032399.mkv
你最美丽会微笑的脸,http://em.21dtv.com/songs/60032585.mkv
陪伴,http://em.21dtv.com/songs/60063413.mkv
平凡之路,http://em.21dtv.com/songs/60119497.mkv
平凡之路 See You Again,http://em.21dtv.com/songs/60125490.mkv
怕冷,http://em.21dtv.com/songs/60033098.mkv
盼你回航,http://em.21dtv.com/songs/60033156.mkv
求爱,http://em.21dtv.com/songs/60035771.mkv
亲爱的小孩,http://em.21dtv.com/songs/60119496.mkv
请记得传达我的思念,http://em.21dtv.com/songs/60087765.mkv
奇妙的约会,http://em.21dtv.com/songs/60164279.mkv
求你动手晚一点,http://em.21dtv.com/songs/60035793.mkv
请你记着我的爱,http://em.21dtv.com/songs/60035566.mkv
情难忘,http://em.21dtv.com/songs/60035134.mkv
情人桥,http://em.21dtv.com/songs/60035243.mkv
其实你全部都知道,http://em.21dtv.com/songs/60087749.mkv
迁徙,http://em.21dtv.com/songs/60136421.mkv
且行且珍惜,http://em.21dtv.com/songs/60034460.mkv
惹尘(演唱会),http://em.21dtv.com/songs/60036220.mkv
如果你快乐,http://em.21dtv.com/songs/60036862.mkv
如果你愿意,http://em.21dtv.com/songs/60036887.mkv
如果雨之后,http://em.21dtv.com/songs/60149954.mkv
热情,http://em.21dtv.com/songs/60087763.mkv
柔软,http://em.21dtv.com/songs/60108484.mkv
仍然心痛,http://em.21dtv.com/songs/60036592.mkv
让我忘记你的脸,http://em.21dtv.com/songs/60036174.mkv
说,http://em.21dtv.com/songs/60040881.mkv
舍不得,http://em.21dtv.com/songs/60038200.mkv
舍不得对不起,http://em.21dtv.com/songs/60038202.mkv
舍不得你要离开(无原唱),http://em.21dtv.com/songs/60038215.mkv
十八相送之,http://em.21dtv.com/songs/60087750.mkv
十点半的地铁,http://em.21dtv.com/songs/60168539.mkv
顺风车,http://em.21dtv.com/songs/60072423.mkv
傻瓜与野丫头,http://em.21dtv.com/songs/60037519.mkv
说谎,http://em.21dtv.com/songs/60040383.mkv
上海姑娘,http://em.21dtv.com/songs/60038025.mkv
时间都去哪儿了,http://em.21dtv.com/songs/60146280.mkv
送给妈妈的歌,http://em.21dtv.com/songs/60040745.mkv
世界这分钟,http://em.21dtv.com/songs/60039299.mkv
伤了我的心,http://em.21dtv.com/songs/60037815.mkv
生命每一刻,http://em.21dtv.com/songs/60038565.mkv
送情郎,http://em.21dtv.com/songs/60040791.mkv
送情人,http://em.21dtv.com/songs/60087768.mkv
山前山后百花开(无原唱),http://em.21dtv.com/songs/60037665.mkv
谁人会了解,http://em.21dtv.com/songs/60040063.mkv
上山岗,http://em.21dtv.com/songs/60038050.mkv
三十好几,http://em.21dtv.com/songs/60072360.mkv
是谁抢走了我的爱人,http://em.21dtv.com/songs/60039488.mkv
十五的月亮,http://em.21dtv.com/songs/60039028.mkv
岁月轻狂,http://em.21dtv.com/songs/60126859.mkv
受罪,http://em.21dtv.com/songs/60039729.mkv
This Is Love,http://em.21dtv.com/songs/60126710.mkv
桃花江,http://em.21dtv.com/songs/60041576.mkv
天空之城,http://em.21dtv.com/songs/60120497.mkv
疼你的心,http://em.21dtv.com/songs/60041657.mkv
逃生,http://em.21dtv.com/songs/60041553.mkv
涛声依旧,http://em.21dtv.com/songs/60041529.mkv
太想爱你,http://em.21dtv.com/songs/60041364.mkv
太想爱你(演唱会),http://em.21dtv.com/songs/60041363.mkv
叹息书,http://em.21dtv.com/songs/60108483.mkv
同义词,http://em.21dtv.com/songs/60154911.mkv
我曾经来过,http://em.21dtv.com/songs/60089425.mkv
我的骄傲(演唱会),http://em.21dtv.com/songs/60045123.mkv
微光,http://em.21dtv.com/songs/60119498.mkv
我好想,http://em.21dtv.com/songs/60045506.mkv
我好想你,http://em.21dtv.com/songs/60168538.mkv
五环之歌,http://em.21dtv.com/songs/60130298.mkv
WITHOUT HER,http://em.21dtv.com/songs/60148764.mkv
忘记你不容易,http://em.21dtv.com/songs/60087753.mkv
我看见,http://em.21dtv.com/songs/60067567.mkv
五路财神跟着你,http://em.21dtv.com/songs/60047651.mkv
未来是你的爱情,http://em.21dtv.com/songs/60044260.mkv
忘了我,http://em.21dtv.com/songs/60043610.mkv
我们爱这个错,http://em.21dtv.com/songs/60045775.mkv
微妙的含羞草,http://em.21dtv.com/songs/60043766.mkv
我没有骗你,http://em.21dtv.com/songs/60103255.mkv
舞女泪,http://em.21dtv.com/songs/60047800.mkv
我能相信,http://em.21dtv.com/songs/60046010.mkv
无情的谎言,http://em.21dtv.com/songs/60047325.mkv
忘情忘爱,http://em.21dtv.com/songs/60043642.mkv
委曲为了你,http://em.21dtv.com/songs/60087751.mkv
往事就是我的安慰,http://em.21dtv.com/songs/60043444.mkv
乌苏里船歌,http://em.21dtv.com/songs/60047045.mkv
为什么要流泪,http://em.21dtv.com/songs/60044103.mkv
我是真的,http://em.21dtv.com/songs/60046218.mkv
我是真的爱你,http://em.21dtv.com/songs/60046226.mkv
未完成的恋曲,http://em.21dtv.com/songs/60044284.mkv
为我珍重,http://em.21dtv.com/songs/60044138.mkv
我希望我希望,http://em.21dtv.com/songs/60046346.mkv
我相信(无原唱),http://em.21dtv.com/songs/60046361.mkv
我需要安慰,http://em.21dtv.com/songs/60046478.mkv
我应该走,http://em.21dtv.com/songs/60046670.mkv
午夜梦回时,http://em.21dtv.com/songs/60084135.mkv
我知道要微笑,http://em.21dtv.com/songs/60150535.mkv
我真的愿意,http://em.21dtv.com/songs/60149402.mkv
王子公主,http://em.21dtv.com/songs/60043372.mkv
雾中机场,http://em.21dtv.com/songs/60047859.mkv
心爱的是你,http://em.21dtv.com/songs/60050140.mkv
惜别的海岸,http://em.21dtv.com/songs/60048022.mkv
新扁相悦,http://em.21dtv.com/songs/60087756.mkv
洗菜心,http://em.21dtv.com/songs/60048083.mkv
想当年,http://em.21dtv.com/songs/60049010.mkv
习惯寂寞,http://em.21dtv.com/songs/60048068.mkv
想回到那一天,http://em.21dtv.com/songs/60121503.mkv
小河弯弯,http://em.21dtv.com/songs/60049579.mkv
笑看风云,http://em.21dtv.com/songs/60049930.mkv
小两口回答,http://em.21dtv.com/songs/60087752.mkv
小俩口问答,http://em.21dtv.com/songs/60049629.mkv
寻觅,http://em.21dtv.com/songs/60051824.mkv
星梦泪痕,http://em.21dtv.com/songs/60090096.mkv
想你想得好孤寂,http://em.21dtv.com/songs/60049153.mkv
心情卡片,http://em.21dtv.com/songs/60050434.mkv
叙述,http://em.21dtv.com/songs/60150868.mkv
潇洒调,http://em.21dtv.com/songs/60087762.mkv
相思苦,http://em.21dtv.com/songs/60089256.mkv
心声泪痕,http://em.21dtv.com/songs/60050486.mkv
心上人,http://em.21dtv.com/songs/60050469.mkv
想我的理由,http://em.21dtv.com/songs/60049258.mkv
下雪边界(无原唱),http://em.21dtv.com/songs/60048302.mkv
信仰,http://em.21dtv.com/songs/60158186.mkv
下一个永远,http://em.21dtv.com/songs/60048317.mkv
夕阳西沉,http://em.21dtv.com/songs/60047874.mkv
夏夜星空海,http://em.21dtv.com/songs/60132432.mkv
学着爱,http://em.21dtv.com/songs/60107589.mkv
夜半三更,http://em.21dtv.com/songs/60052542.mkv
永不失联的爱,http://em.21dtv.com/songs/60137421.mkv
月半圆,http://em.21dtv.com/songs/60056283.mkv
愚蠢,http://em.21dtv.com/songs/60055566.mkv
摇船曲,http://em.21dtv.com/songs/60052263.mkv
约定,http://em.21dtv.com/songs/60056250.mkv
月到中秋分外明,http://em.21dtv.com/songs/60087757.mkv
羊儿恋,http://em.21dtv.com/songs/60151634.mkv
远方,http://em.21dtv.com/songs/60056132.mkv
有个人想我就好,http://em.21dtv.com/songs/60055129.mkv
雨后,http://em.21dtv.com/songs/60055653.mkv
以后别做朋友,http://em.21dtv.com/songs/60168563.mkv
永恒的印记,http://em.21dtv.com/songs/60149357.mkv
眼红馆(演唱会),http://em.21dtv.com/songs/60052040.mkv
已经结束了吗,http://em.21dtv.com/songs/60079180.mkv
一颗情泪(演唱会),http://em.21dtv.com/songs/60053230.mkv
月亮不下山,http://em.21dtv.com/songs/60056378.mkv
音乐快门,http://em.21dtv.com/songs/60111760.mkv
意难忘,http://em.21dtv.com/songs/60054189.mkv
有你真的会快乐吗,http://em.21dtv.com/songs/60055252.mkv
用情,http://em.21dtv.com/songs/60054880.mkv
有情世间,http://em.21dtv.com/songs/60163024.mkv
一生所爱,http://em.21dtv.com/songs/60168540.mkv
一生只有你,http://em.21dtv.com/songs/60053628.mkv
月下对口,http://em.21dtv.com/songs/60056506.mkv
永远不改变,http://em.21dtv.com/songs/60054681.mkv
依依不舍(无原唱),http://em.21dtv.com/songs/60054016.mkv
月圆倍思亲,http://em.21dtv.com/songs/60087758.mkv
有一个地方,http://em.21dtv.com/songs/60091045.mkv
有一个人,http://em.21dtv.com/songs/60168537.mkv
烟雨红颜,http://em.21dtv.com/songs/60051991.mkv
忧郁症,http://em.21dtv.com/songs/60054958.mkv
追(演唱会),http://em.21dtv.com/songs/60059496.mkv
最初,http://em.21dtv.com/songs/60060126.mkv
知道,http://em.21dtv.com/songs/60058644.mkv
紫丁香,http://em.21dtv.com/songs/60059643.mkv
这个故事没有结局(无原唱),http://em.21dtv.com/songs/60057789.mkv
致光阴,http://em.21dtv.com/songs/60120498.mkv
最该圆的梦,http://em.21dtv.com/songs/60129069.mkv
最好的时光,http://em.21dtv.com/songs/60060152.mkv
再会啦心爱的人,http://em.21dtv.com/songs/60056784.mkv
再会啦心爱的无缘的人,http://em.21dtv.com/songs/60056787.mkv
中华礼赞,http://em.21dtv.com/songs/60058947.mkv
直觉,http://em.21dtv.com/songs/60058737.mkv
怎么好意思,http://em.21dtv.com/songs/60109224.mkv
怎么了,http://em.21dtv.com/songs/60168565.mkv
这么远那么近,http://em.21dtv.com/songs/60120500.mkv
做你的男人,http://em.21dtv.com/songs/60060712.mkv
在你耳边说,http://em.21dtv.com/songs/60108388.mkv
猪腩肉,http://em.21dtv.com/songs/60092566.mkv
自你往年离去,http://em.21dtv.com/songs/60059720.mkv
至少我还记得,http://em.21dtv.com/songs/60168564.mkv
最伤心是谁,http://em.21dtv.com/songs/60060407.mkv
长途旅行,http://em.21dtv.com/songs/60063409.mkv
重新回忆,http://em.21dtv.com/songs/60091049.mkv
最想念的季节,http://em.21dtv.com/songs/60060430.mkv
找钥匙,http://em.21dtv.com/songs/60057699.mkv
终于等到你,http://em.21dtv.com/songs/60151610.mkv
只有你,http://em.21dtv.com/songs/60084566.mkv
只要你快乐,http://em.21dtv.com/songs/60058515.mkv
只因他,http://em.21dtv.com/songs/60092565.mkv
早知道爱上你,http://em.21dtv.com/songs/60057321.mkv
珍重道别离,http://em.21dtv.com/songs/60058009.mkv

张宇,#genre#
20岁的眼泪,http://em.21dtv.com/songs/60099228.mkv
爱残缺不全,http://em.21dtv.com/songs/60091081.mkv
爱都爱了,http://em.21dtv.com/songs/60007479.mkv
爱都爱了(演唱会),http://em.21dtv.com/songs/60007478.mkv
爱到不再爱,http://em.21dtv.com/songs/60007069.mkv
爱的模样,http://em.21dtv.com/songs/60169069.mkv
爱的坦克,http://em.21dtv.com/songs/60087728.mkv
爱的无辜,http://em.21dtv.com/songs/60007409.mkv
爱的优先权,http://em.21dtv.com/songs/60080867.mkv
爱到这样,http://em.21dtv.com/songs/60007125.mkv
爱过不后悔,http://em.21dtv.com/songs/60007530.mkv
爱过的人(演唱会),http://em.21dtv.com/songs/60069180.mkv
爱过境迁,http://em.21dtv.com/songs/60095299.mkv
爱过你,http://em.21dtv.com/songs/60122207.mkv
爱很缠绵,http://em.21dtv.com/songs/60091080.mkv
奥林匹克风,http://em.21dtv.com/songs/60009436.mkv
阿里山流行,http://em.21dtv.com/songs/60006773.mkv
阿里山新歌,http://em.21dtv.com/songs/60087829.mkv
阿妈的期盼,http://em.21dtv.com/songs/60148766.mkv
艾米莉,http://em.21dtv.com/songs/60109412.mkv
爱你不会改变,http://em.21dtv.com/songs/60145687.mkv
爱你不后悔,http://em.21dtv.com/songs/60155703.mkv
another chance,http://em.21dtv.com/songs/60000289.mkv
爱你是离开你的理由,http://em.21dtv.com/songs/60128002.mkv
爱你无悔,http://em.21dtv.com/songs/60007990.mkv
爱你又怕伤害你,http://em.21dtv.com/songs/60166131.mkv
爱你终是痛,http://em.21dtv.com/songs/60147693.mkv
爱情的春天,http://em.21dtv.com/songs/60109333.mkv
爱情的房子,http://em.21dtv.com/songs/60008152.mkv
爱情的戏,http://em.21dtv.com/songs/60136785.mkv
爱情路,http://em.21dtv.com/songs/60102800.mkv
爱情里没有谁对谁错,http://em.21dtv.com/songs/60008299.mkv
爱情里没有谁对谁错(演唱会),http://em.21dtv.com/songs/60008298.mkv
爱情马拉松,http://em.21dtv.com/songs/60080868.mkv
爱情码头,http://em.21dtv.com/songs/50000643.mkv
爱情条约,http://em.21dtv.com/songs/60008405.mkv
爱人爱人,http://em.21dtv.com/songs/60139178.mkv
爱上别人的人,http://em.21dtv.com/songs/60008632.mkv
爱上负心的女人,http://em.21dtv.com/songs/60063415.mkv
爱上矿泉水,http://em.21dtv.com/songs/60121754.mkv
爱上了你爱上了瘾,http://em.21dtv.com/songs/60091079.mkv
爱上瘾,http://em.21dtv.com/songs/60008731.mkv
爱是真的,http://em.21dtv.com/songs/60092594.mkv
爱上这个负心的女人,http://em.21dtv.com/songs/60074488.mkv
爱像两个人跳舞,http://em.21dtv.com/songs/60008986.mkv
爱需要全心全意,http://em.21dtv.com/songs/60088772.mkv
爱一个人好可怕(演唱会),http://em.21dtv.com/songs/60009041.mkv
爱要向前进,http://em.21dtv.com/songs/60009018.mkv
爱已厌倦,http://em.21dtv.com/songs/60121755.mkv
爱在黑龙江,http://em.21dtv.com/songs/60089847.mkv
爱在人间天堂(演唱会),http://em.21dtv.com/songs/60082558.mkv
爱在这一秒,http://em.21dtv.com/songs/60081266.mkv
伴,http://em.21dtv.com/songs/60144018.mkv
不变的情缘,http://em.21dtv.com/songs/60124174.mkv
不得不想你,http://em.21dtv.com/songs/60086466.mkv
贝多芬的悲伤,http://em.21dtv.com/songs/60082612.mkv
不甘寂寞,http://em.21dtv.com/songs/60011088.mkv
不过少个人来爱,http://em.21dtv.com/songs/60011134.mkv
比怀念快乐,http://em.21dtv.com/songs/60074663.mkv
斑鸠调,http://em.21dtv.com/songs/60089264.mkv
玻璃,http://em.21dtv.com/songs/60010621.mkv
变了散了算了,http://em.21dtv.com/songs/60010499.mkv
不能想你又不能不想你,http://em.21dtv.com/songs/60011280.mkv
不配做你男朋友,http://em.21dtv.com/songs/60071792.mkv
包容,http://em.21dtv.com/songs/60009954.mkv
白色裙边,http://em.21dtv.com/songs/60149274.mkv
别说我的眼泪你无所谓,http://em.21dtv.com/songs/60010709.mkv
别无所求,http://em.21dtv.com/songs/60010736.mkv
别问我是谁(演唱会),http://em.21dtv.com/songs/60010733.mkv
不想,http://em.21dtv.com/songs/60011450.mkv
比心更痛的眼眸,http://em.21dtv.com/songs/60010386.mkv
不想看到你哭,http://em.21dtv.com/songs/60068143.mkv
不像你,http://em.21dtv.com/songs/60011493.mkv
百姓日子,http://em.21dtv.com/songs/60091142.mkv
不小心犯的错(演唱会),http://em.21dtv.com/songs/60066887.mkv
别延安,http://em.21dtv.com/songs/60010745.mkv
不要见不要贱,http://em.21dtv.com/songs/60069279.mkv
不要就这样离开,http://em.21dtv.com/songs/60011565.mkv
不要来找我,http://em.21dtv.com/songs/60097505.mkv
